corp_name,stock_code,category,delisting_date,reason
인카금융서비스,211050,healthy_benchmark,,
뉴로메카,348340,healthy_benchmark,,
피씨디렉트,051380,healthy_benchmark,,
에스엠씨지,460870,healthy_benchmark,,
신도기연,290520,healthy_benchmark,,
씨앤씨인터내셔널,352480,healthy_benchmark,,
시그네틱스,033170,healthy_benchmark,,
엑시콘,092870,healthy_benchmark,,
크라우드웍스,355390,healthy_benchmark,,
본느,226340,healthy_benchmark,,
와이엠티,251370,healthy_benchmark,,
M83,476080,healthy_benchmark,,
청담글로벌,362320,healthy_benchmark,,
SAMG엔터,419530,healthy_benchmark,,
삼양케이씨아이,036670,healthy_benchmark,,
티비씨,033830,healthy_benchmark,,
삼영이엔씨,065570,healthy_benchmark,,
헥토이노베이션,214180,healthy_benchmark,,
세나테크놀로지,061090,healthy_benchmark,,
이지트로닉스,377330,healthy_benchmark,,
켄코아에어로스페이스,274090,healthy_benchmark,,
삼기,122350,healthy_benchmark,,
오리엔탈정공,014940,healthy_benchmark,,
루멘스,038060,healthy_benchmark,,
대성창투,027830,healthy_benchmark,,
동국알앤에스,075970,healthy_benchmark,,
팅크웨어,084730,healthy_benchmark,,
에스디생명공학,217480,healthy_benchmark,,
리메드,302550,healthy_benchmark,,
유진테크,084370,healthy_benchmark,,
에이엘티,172670,healthy_benchmark,,
인터엠,017250,healthy_benchmark,,
아비코전자,036010,healthy_benchmark,,
메디콕스,054180,healthy_benchmark,,
샌즈랩,411080,healthy_benchmark,,
모아데이타,288980,healthy_benchmark,,
HK이노엔,195940,healthy_benchmark,,
금강철강,053260,healthy_benchmark,,
PS일렉트로닉스,332570,healthy_benchmark,,
서산,079650,healthy_benchmark,,
현대힘스,460930,healthy_benchmark,,
대한광통신,010170,healthy_benchmark,,
엔젤로보틱스,455900,healthy_benchmark,,
지아이에스,306620,healthy_benchmark,,
신테카바이오,226330,healthy_benchmark,,
진영,285800,healthy_benchmark,,
데브시스터즈,194480,healthy_benchmark,,
3S,060310,healthy_benchmark,,
씨엔플러스,115530,healthy_benchmark,,
덕우전자,263600,healthy_benchmark,,
하이퍼코퍼레이션,065650,healthy_benchmark,,
삼익제약,014950,healthy_benchmark,,
디케이티,290550,healthy_benchmark,,
이닉스,452400,healthy_benchmark,,
이지스,261520,healthy_benchmark,,
노을,376930,healthy_benchmark,,
케이엔더블유,105330,healthy_benchmark,,
젬백스,082270,healthy_benchmark,,
기가비스,420770,healthy_benchmark,,
상지건설,042940,healthy_benchmark,,
성우테크론,045300,healthy_benchmark,,
펨트론,168360,healthy_benchmark,,
HLB펩,196300,healthy_benchmark,,
마크로젠,038290,healthy_benchmark,,
가온그룹,078890,healthy_benchmark,,
오션인더블유,052300,healthy_benchmark,,
탑머티리얼,360070,healthy_benchmark,,
아이퀘스트,262840,healthy_benchmark,,
미투온,201490,healthy_benchmark,,
큐캐피탈,016600,healthy_benchmark,,
지아이텍,382480,healthy_benchmark,,
라온로보틱스,232680,healthy_benchmark,,
아이스크림미디어,461300,healthy_benchmark,,
포인트모바일,318020,healthy_benchmark,,
졸스,018700,healthy_benchmark,,
네패스아크,330860,healthy_benchmark,,
휴림에이텍,078590,healthy_benchmark,,
체리부로,066360,healthy_benchmark,,
유안타제17호스팩,493790,healthy_benchmark,,
이녹스,088390,healthy_benchmark,,
한국정보공학,039740,healthy_benchmark,,
동일기연,032960,healthy_benchmark,,
슈어소프트테크,298830,healthy_benchmark,,
웹스,196700,healthy_benchmark,,
제이앤티씨,204270,healthy_benchmark,,
넥슨게임즈,225570,healthy_benchmark,,
LS머트리얼즈,417200,healthy_benchmark,,
인스피언,465480,healthy_benchmark,,
신신제약,002800,healthy_benchmark,,
케이엔알시스템,199430,healthy_benchmark,,
디알텍,214680,healthy_benchmark,,
효성오앤비,097870,healthy_benchmark,,
참좋은여행,094850,healthy_benchmark,,
세원물산,024830,healthy_benchmark,,
셀레스트라,352770,healthy_benchmark,,
세림B&G,340440,healthy_benchmark,,
링크드,193250,healthy_benchmark,,
우리기술투자,041190,healthy_benchmark,,
특수건설,026150,healthy_benchmark,,
하나마이크론,067310,healthy_benchmark,,
코셈,360350,healthy_benchmark,,
엔에프씨,265740,healthy_benchmark,,
아이컴포넌트,059100,healthy_benchmark,,
윈스테크넷,136540,healthy_benchmark,,
제룡전기,033100,healthy_benchmark,,
네오티스,085910,healthy_benchmark,,
탑코미디어,134580,healthy_benchmark,,
BGF에코머티리얼즈,126600,healthy_benchmark,,
씨엑스아이,900120,healthy_benchmark,,
TS인베스트먼트,246690,healthy_benchmark,,
아이톡시,052770,healthy_benchmark,,
아스타,246720,healthy_benchmark,,
SV인베스트먼트,289080,healthy_benchmark,,
네패스,033640,healthy_benchmark,,
셀레믹스,331920,healthy_benchmark,,
루미르,474170,healthy_benchmark,,
에어레인,163280,healthy_benchmark,,
유진테크놀로지,240600,healthy_benchmark,,
셀피글로벌,068940,healthy_benchmark,,
미디어젠,279600,healthy_benchmark,,
레뷰코퍼레이션,443250,healthy_benchmark,,
비트컴퓨터,032850,healthy_benchmark,,
캠시스,050110,healthy_benchmark,,
에스에이티,060540,healthy_benchmark,,
비엠티,086670,healthy_benchmark,,
경창산업,024910,healthy_benchmark,,
우리산업,215360,healthy_benchmark,,
메타바이오메드,059210,healthy_benchmark,,
모트렉스,118990,healthy_benchmark,,
티에프이,425420,healthy_benchmark,,
와이씨,232140,healthy_benchmark,,
리튬포어스,073570,healthy_benchmark,,
툴젠,199800,healthy_benchmark,,
케이엠제약,225430,healthy_benchmark,,
메드팩토,235980,healthy_benchmark,,
성우,458650,healthy_benchmark,,
파이버프로,368770,healthy_benchmark,,
메디아나,041920,healthy_benchmark,,
예스24,053280,healthy_benchmark,,
디바이스,187870,healthy_benchmark,,
모니터랩,434480,healthy_benchmark,,
한국전자인증,041460,healthy_benchmark,,
엘티씨,170920,healthy_benchmark,,
피에스텍,002230,healthy_benchmark,,
큐로홀딩스,051780,healthy_benchmark,,
타이거일렉,219130,healthy_benchmark,,
디오,039840,healthy_benchmark,,
알체라,347860,healthy_benchmark,,
유라클,088340,healthy_benchmark,,
신한제18호스팩,0129K0,healthy_benchmark,,
우진엔텍,457550,healthy_benchmark,,
레몬,294140,healthy_benchmark,,
와이지-원,019210,healthy_benchmark,,
에스티팜,237690,healthy_benchmark,,
삼영에스앤씨,361670,healthy_benchmark,,
이녹스첨단소재,272290,healthy_benchmark,,
카카오게임즈,293490,healthy_benchmark,,
아미노로직스,074430,healthy_benchmark,,
포시에스,189690,healthy_benchmark,,
데이타솔루션,263800,healthy_benchmark,,
로젠,033290,healthy_benchmark,,
교보16호스팩,482520,healthy_benchmark,,
조아제약,034940,healthy_benchmark,,
현대에버다임,041440,healthy_benchmark,,
네오크레마,311390,healthy_benchmark,,
빛샘전자,072950,healthy_benchmark,,
GST,083450,healthy_benchmark,,
SM Life Design,063440,healthy_benchmark,,
파인디지털,038950,healthy_benchmark,,
위메이드,112040,healthy_benchmark,,
삼보모터스,053700,healthy_benchmark,,
케이엠,083550,healthy_benchmark,,
대창스틸,140520,healthy_benchmark,,
캔버스엔,210120,healthy_benchmark,,
미래에셋비전스팩9호,0096D0,healthy_benchmark,,
풍전약품,298060,healthy_benchmark,,
프리시젼바이오,335810,healthy_benchmark,,
에스티오,098660,healthy_benchmark,,
삼일,032280,healthy_benchmark,,
대원산업,005710,healthy_benchmark,,
알지노믹스,476830,healthy_benchmark,,
지씨지놈,340450,healthy_benchmark,,
와이바이오로직스,338840,healthy_benchmark,,
멀티캠퍼스,067280,healthy_benchmark,,
제이오,418550,healthy_benchmark,,
링크솔루션,474650,healthy_benchmark,,
루트K,195990,healthy_benchmark,,
네오리진,094860,healthy_benchmark,,
바이오포트,188040,healthy_benchmark,,
아이비김영,339950,healthy_benchmark,,
삼륭물산,014970,healthy_benchmark,,
메이슨캐피탈,021880,healthy_benchmark,,
비덴트,121800,healthy_benchmark,,
위메이드맥스,101730,healthy_benchmark,,
티앤엘,340570,healthy_benchmark,,
야스,255440,healthy_benchmark,,
브이씨,365900,healthy_benchmark,,
피에스케이홀딩스,031980,healthy_benchmark,,
뷰웍스,100120,healthy_benchmark,,
위너스일렉,479960,healthy_benchmark,,
에스엠,041510,healthy_benchmark,,
인크로스,216050,healthy_benchmark,,
한울앤제주,276730,healthy_benchmark,,
이렘,009730,healthy_benchmark,,
대창솔루션,096350,healthy_benchmark,,
동일금속,109860,healthy_benchmark,,
비나텍,126340,healthy_benchmark,,
진시스템,363250,healthy_benchmark,,
셀바스헬스케어,208370,healthy_benchmark,,
코스맥스엔비티,222040,healthy_benchmark,,
디젠스,113810,healthy_benchmark,,
이미지스,115610,healthy_benchmark,,
동양파일,228340,healthy_benchmark,,
글로본,019660,healthy_benchmark,,
유아이엘,049520,healthy_benchmark,,
와이엔텍,067900,healthy_benchmark,,
유니슨,018000,healthy_benchmark,,
넥스트아이,137940,healthy_benchmark,,
주성엔지니어링,036930,healthy_benchmark,,
케이피티유,054410,healthy_benchmark,,
티케이케미칼,104480,healthy_benchmark,,
레이저쎌,412350,healthy_benchmark,,
이루온,065440,healthy_benchmark,,
태웅,044490,healthy_benchmark,,
백금T&A,046310,healthy_benchmark,,
