market_cap_rank,corp_name,market_cap
1042,삼양케이씨아이,555.0
1043,성원에너텍,555.0
1044,이글루,553.0
1045,레이저쎌,553.0
1046,한국선재,552.0
1047,나래나노텍,552.0
1048,태양,551.0
1049,HLB제넥스,551.0
1050,와이엠텍,550.0
1051,진양제약,550.0
1052,코렌텍,549.0
1053,머큐리,548.0
1054,에스디생명공학,548.0
1055,프리엠스,545.0
1056,코리아나,544.0
1057,토탈소프트,544.0
1058,위츠,542.0
1059,알엔티엑스,541.0
1060,이노메트리,540.0
1061,제이씨현시스템,539.0
1062,에르코스,534.0
1063,인지소프트,534.0
1064,더블유에스아이,533.0
1065,탑코미디어,533.0
1066,세코닉스,533.0
1067,경남스틸,532.0
1068,제이투케이바이오,532.0
1069,삼익제약,530.0
1070,팬스타엔터프라이즈,528.0
1071,위지트,528.0
1072,엠투엔,527.0
1073,우원개발,526.0
1074,코어라인소프트,526.0
1075,휴마시스,526.0
1076,코스리거글로벌,525.0
1077,아셈스,524.0
1078,피엔케이피부임상연구센타,524.0
1079,퓨런티어,523.0
1080,노랑풍선,523.0
1081,SM Life Design,522.0
1082,와이엠씨,521.0
1083,한켐,520.0
1084,구영테크,520.0
1085,대성창투,519.0
1086,동양파일,519.0
1087,SG&G,519.0
1088,제노레이,518.0
1089,경창산업,518.0
1090,소마젠,516.0
1091,알에프세미,516.0
1092,씨티케이,515.0
1093,옴니시스템,514.0
1094,엔젯,514.0
1095,인성정보,513.0
1096,이닉스,513.0
1097,케이사인,512.0
1098,홈캐스트,512.0
1099,에스엠씨지,511.0
1100,오가노이드사이언스,510.0
1101,덕우전자,510.0
1102,포니링크,509.0
1103,희림,509.0
1104,우리바이오,508.0
1105,아이크래프트,508.0
1106,에이테크솔루션,505.0
1107,대진첨단소재,504.0
1108,테고사이언스,504.0
1109,모티브링크,502.0
1110,쎄크,501.0
1111,노브랜드,498.0
1112,THE E&M,496.0
1113,유신,495.0
1114,삼진식품,492.0
1115,레몬,491.0
1116,HLB파나진,491.0
1117,에이치시티,490.0
1118,미래생명자원,490.0
1119,파이오링크,489.0
1120,제일테크노스,488.0
1121,에피소드컴퍼니,487.0
1122,코닉오토메이션,487.0
1123,포인트엔지니어링,485.0
1124,엘컴텍,483.0
1125,대모,481.0
1126,에스피시스템스,480.0
1127,CJ 바이오사이언스,480.0
1128,디와이디,479.0
1129,코위버,479.0
1130,코스나인,478.0
1131,윈팩,478.0
1132,디티씨,478.0
1133,에너토크,477.0
1134,시큐레터,476.0
1135,랩지노믹스,474.0
1136,코콤,473.0
1137,하이드로리튬,472.0
1138,데이원컴퍼니,472.0
1139,티이엠씨씨엔에스,471.0
1140,제이스코홀딩스,470.0
1141,현우산업,467.0
1142,알피바이오,467.0
1143,캐프,464.0
1144,오비고,464.0
1145,탑엔지니어링,463.0
1146,오상자이엘,463.0
1147,씨유테크,459.0
1148,흥국에프엔비,458.0
1149,셀로맥스사이언스,458.0
1150,HB인베스트먼트,457.0
1151,러셀,457.0
1152,푸른로보틱스,457.0
1153,HC홈센타,456.0
1154,에어레인,452.0
1155,TPC로보틱스,451.0
1156,옵티시스,451.0
1157,프로이천,449.0
1158,동방선기,449.0
1159,네오이뮨텍,448.0
1160,액토즈소프트,447.0
1161,애드바이오텍,447.0
1162,아이빔테크놀로지,447.0
1163,대원,446.0
1164,벡트,445.0
1165,아시아경제,445.0
1166,신테카바이오,445.0
1167,SDN,445.0
1168,엘엠에스,444.0
1169,영우디에스피,444.0
1170,쏘닉스,444.0
1171,아이엠비디엑스,444.0
1172,이지스,442.0
1173,파라택시스코리아,441.0
1174,비아이매트릭스,441.0
1175,진바이오텍,439.0
1176,우리산업홀딩스,439.0
1177,위너스일렉,438.0
1178,제이엠티,436.0
1179,퀀타매트릭스,436.0
1180,제이피아이헬스케어,435.0
1181,케이씨피드,435.0
1182,YW,434.0
1183,뉴트리,434.0
1184,코리아에셋투자증권,433.0
1185,다보링크,432.0
1186,하츠,430.0
1187,한국팩키지,429.0
1188,LK삼양,427.0
1189,신화인터텍,426.0
1190,포시에스,426.0
1191,얼라인드,426.0
1192,효성오앤비,425.0
1193,온코크로스,424.0
1194,쎄노텍,424.0
1195,디케이앤디,423.0
1196,삼천리자전거,422.0
1197,앱코,422.0
1198,콜마바이오텍,422.0
1199,와이즈버즈,420.0
1200,일신바이오,419.0
1201,린드먼아시아,418.0
1202,일월지엠엘,417.0
1203,iMBC,416.0
1204,이브이첨단소재,415.0
1205,그린생명과학,415.0
1206,에이프로,414.0
1207,영림원소프트랩,414.0
1208,제로투세븐,414.0
1209,서린바이오,412.0
1210,에이텍모빌리티,412.0
1211,파라텍,411.0
1212,대창스틸,410.0
1213,디에이피,409.0
1214,휴림에이텍,408.0
1215,네이블,405.0
1216,상신전자,404.0
1217,광진실업,404.0
1218,상지건설,403.0
1219,휴엠앤씨,401.0
1220,삼일기업공사,401.0
1221,제이티,401.0
1222,딥노이드,399.0
1223,위지윅스튜디오,399.0
1224,코아시아씨엠,398.0
1225,에이텀,398.0
1226,서전기전,398.0
1227,인크레더블버즈,397.0
1228,원익큐브,397.0
1229,램테크놀러지,394.0
1230,인지디스플레,393.0
1231,덴티스,392.0
1232,ES큐브,391.0
1233,NHN벅스,391.0
1234,알비더블유,390.0
1235,원바이오젠,390.0
1236,엔투텍,389.0
1237,케일럼,389.0
1238,서진오토모티브,388.0
1239,멤레이비티,386.0
1240,폴라리스세원,385.0
1241,레이저옵텍,384.0
1242,쓰리에이로직스,383.0
1243,대보마그네틱,382.0
1244,승일,382.0
1245,이글벳,382.0
1246,아세아텍,381.0
1247,케이디켐,381.0
1248,파수AI,380.0
1249,링크제니시스,379.0
1250,젠큐릭스,379.0
1251,DH오토리드,379.0
1252,이엠넷,378.0
1253,나라엠앤디,378.0
1254,이루온,377.0
1255,에쎈테크,377.0
1256,오리엔트정공,377.0
1257,한독크린텍,376.0
1258,크리스탈신소재,376.0
1259,포스뱅크,376.0
1260,사이냅소프트,374.0
1261,블리츠웨이엔터테인먼트,374.0
1262,아티스트컴퍼니,373.0
1263,오공,373.0
1264,고려제약,372.0
1265,코셈,371.0
1266,성우전자,371.0
1267,마이크로투나노,370.0
1268,씨앤투스,370.0
1269,유니온바이오메트릭스,369.0
1270,마이크로디지탈,369.0
1271,HLB펩,368.0
1272,와이엠,367.0
1273,유에스티,367.0
1274,그리티,367.0
1275,TS인베스트먼트,365.0
1276,플레이디,364.0
1277,하이즈항공,364.0
1278,KB오토시스,364.0
1279,한네트,364.0
1280,백금T&A,362.0
1281,서암기계공업,362.0
1282,한국큐빅,361.0
1283,케어랩스,360.0
1284,카이노스메드,360.0
1285,엑스플러스,358.0
1286,셀피글로벌,357.0
1287,화인써키트,355.0
1288,보라티알,355.0
1289,알리코제약,355.0
1290,서연탑메탈,355.0
1291,자연과환경,354.0
1292,아이컴포넌트,354.0
1293,에프엔씨엔터,354.0
1294,유틸렉스,353.0
1295,에스팀,353.0
1296,씨큐브,352.0
1297,에이치와이티씨,351.0
1298,넥스턴앤롤코리아,350.0
1299,미스터블루,349.0
1300,테크엘,349.0
1301,케이엠,348.0
1302,하스,346.0
1303,피엔에이치테크,346.0
1304,바이오톡스텍,345.0
1305,동일기연,345.0
1306,YBM넷,343.0
1307,시선AI,342.0
1308,SGA솔루션즈,342.0
1309,비트플래닛,342.0
1310,비씨월드제약,341.0
1311,하이딥,341.0
1312,인스피언,341.0
1313,픽셀플러스,341.0
1314,다산디엠씨,340.0
1315,캐스텍코리아,337.0
1316,시그네틱스,337.0
1317,덕신이피씨,337.0
1318,DH오토웨어,337.0
1319,좋은사람들,336.0
1320,에코글로우,335.0
1321,에코캡,334.0
1322,HLB바이오스텝,333.0
1323,솔디펜스,333.0
1324,삼화네트웍스,333.0
1325,비비씨,331.0
1326,에이아이코리아,331.0
1327,경남제약,330.0
1328,그린플러스,330.0
1329,모헨즈,330.0
1330,산돌,329.0
1331,와이랩,329.0
1332,스튜디오미르,329.0
1333,엔바이오니아,329.0
1334,지슨,328.0
1335,토마토시스템,328.0
1336,노을,327.0
1337,큐캐피탈,327.0
1338,오디텍,327.0
1339,진매트릭스,326.0
1340,이노인스트루먼트,325.0
1341,누보,325.0
1342,대신정보통신,324.0
1343,루멘스,323.0
1344,한울앤제주,322.0
1345,팬엔터테인먼트,319.0
1346,브리지텍,317.0
1347,미트박스,317.0
1348,플랜티넷,317.0
1349,핸디소프트,316.0
1350,우양,316.0
1351,NEW,315.0
1352,와토스코리아,314.0
1353,진시스템,314.0
1354,케이씨티,314.0
1355,아이퀘스트,313.0
1356,알트,313.0
1357,민테크,313.0
1358,세종메디칼,312.0
1359,셀리드,312.0
1360,지에프씨생명과학,312.0
1361,체리부로,312.0
1362,아틀라스링크,312.0
1363,에스에이티,311.0
1364,엣지파운드리,311.0
1365,제이엔비,310.0
1366,캡스톤파트너스,308.0
1367,디와이씨,307.0
1368,트윔,307.0
1369,메가엠디,307.0
1370,기산텔레콤,307.0
1371,NE능률,307.0
1372,티디에스팜,304.0
1373,엠젠솔루션,303.0
1374,에스엘에스바이오,302.0
1375,티비씨,302.0
1376,오스템,302.0
1377,파인디지털,302.0
1378,이삭엔지니어링,302.0
1379,꿈비,301.0
1380,정원엔시스,300.0
1381,원일특강,300.0
1382,동국알앤에스,299.0
1383,모비릭스,298.0
1384,에이치엘사이언스,298.0
1385,LSK아이로봇,298.0
1386,파인테크닉스,297.0
1387,시큐브,297.0
1388,포메탈,296.0
1389,프리시젼바이오,295.0
1390,유라클,295.0
1391,위즈코프,294.0
1392,알톤,294.0
1393,에스코넥,294.0
1394,제이에스티나,293.0
1395,오브젠,293.0
1396,에스에너지,292.0
1397,네오크레마,291.0
1398,에스프리즘,290.0
1399,넥사다이내믹스,290.0
1400,엔텔스,286.0
1401,뉴키즈온,289.0
1402,베노티앤알,289.0
1403,티케이지애강,287.0
1404,대산F&B,287.0
1405,모니터랩,287.0
1406,TS트릴리온,287.0
1407,알엔투테크놀로지,286.0
1408,M83,286.0
1409,아우딘퓨쳐스,286.0
1410,대한과학,286.0
1411,팸텍,286.0
1412,웨이버스,284.0
1413,케이웨더,283.0
1414,에코심플렉스,282.0
1415,웰크론,282.0
1416,티에스넥스젠,282.0
1417,팜스빌,282.0
1418,신화콘텍,281.0
1419,인포뱅크,280.0
1420,모아데이타,280.0
1421,아이에이,279.0
1422,세림B&G,279.0
1423,디티앤씨,278.0
1424,캠시스,278.0
1425,덱스터,276.0
1426,자이언트스텝,275.0
1427,손오공,275.0
1428,멕아이씨에스,274.0
1429,피엔티엠에스,274.0
1430,뱅크웨어글로벌,274.0
1431,누리플랜,272.0
1432,심플랫폼,272.0
1433,인스웨이브,272.0
1434,인콘,272.0
1435,디지캡,272.0
1436,파버나인,272.0
1437,아이즈비전,272.0
1438,세니젠,271.0
1439,디모아,270.0
1440,글로벌에스엠,269.0
1441,싸이버원,268.0
1442,신도기연,268.0
1443,삼진,268.0
1444,빌리언스,268.0
1445,신원종합개발,267.0
1446,휴맥스,266.0
1447,원티드랩,266.0
1448,신진에스엠,265.0
1449,피코그램,265.0
1450,풍강,265.0
1451,에스디시스템,264.0
1452,티사이언티픽,264.0
1453,GH신소재,264.0
1454,에스켐,264.0
1455,무림SP,264.0
1456,카스,264.0
1457,크라우드웍스,264.0
1458,청보,262.0
1459,휴네시온,262.0
1460,한주라이트메탈,262.0
1461,모비데이즈,261.0
1462,스페코,261.0
1463,힘스,261.0
1464,엠브레인,261.0
1465,코디,260.0
1466,EG,259.0
1467,더라미,258.0
1468,소노스퀘어,258.0
1469,성우테크론,257.0
1470,한국비티비,257.0
1471,엔피,257.0
1472,컬러레이,256.0
1473,큐라티스,256.0
1474,브레인즈컴퍼니,255.0
1475,KBG,255.0
1476,엠아이큐브솔루션,255.0
1477,풍전약품,254.0
1478,배럴,254.0
1479,율촌,253.0
1480,제이엠아이,253.0
1481,엑사이엔씨,252.0
1482,프럼파스트,252.0
1483,이노테나,251.0
1484,서울전자통신,251.0
1485,아이지넷,251.0
1486,라온피플,250.0
1487,폴라리스우노,250.0
1488,마니커에프앤지,250.0
1489,라메디텍,250.0
1490,한빛소프트,249.0
1491,지란지교시큐리티,249.0
1492,오션인더블유,249.0
1493,에코볼트,248.0
1494,피앤씨테크,248.0
1495,제놀루션,248.0
1496,파루,247.0
1497,포인트모바일,247.0
1498,앱토크롬,247.0
1499,샤페론,246.0
1500,S&K폴리텍,246.0
1501,피씨디렉트,246.0
1502,메이슨캐피탈,245.0
1503,한창산업,245.0
1504,뷰티스킨,245.0
1505,CSA 코스믹,245.0
1506,대동스틸,245.0
1507,글로본,244.0
1508,닷밀,244.0
1509,한국정보공학,244.0
1510,대성미생물,244.0
1511,보원케미칼,243.0
1512,키이스트,243.0
1513,이엘피,242.0
1514,동일스틸럭스,242.0
1515,세동,242.0
1516,알티캐스트,242.0
1517,케이지에이,241.0
1518,이노에이엑스,241.0
1519,에프알텍,241.0
1520,에이치케이,241.0
1521,한국맥널티,240.0
1522,포톤,240.0
1523,모아텍,240.0
1524,링크드,240.0
1525,서울제약,240.0
1526,플래티어,239.0
1527,자비스,238.0
1528,한싹,238.0
1529,씨싸이트,236.0
1530,엠에프씨,235.0
1531,한일화학,233.0
1532,오에스피,232.0
1533,아이티센피엔에스,232.0
1534,파라택시스이더리움,232.0
1535,동양에스텍,231.0
1536,휴럼,230.0
1537,이퓨쳐,230.0
1538,이씨에스,230.0
1539,파인메딕스,230.0
1540,플루토스,230.0
1541,엔젠바이오,229.0
1542,티엔엔터테인먼트,228.0
1543,오아,228.0
1544,아즈텍WB,228.0
1545,인티큐브,227.0
1546,CNT85,227.0
1547,아이언디바이스,227.0
1548,에스지헬스케어,227.0
1549,디티앤씨알오,226.0
1550,삼진엘앤디,226.0
1551,나라셀라,226.0
1552,우듬지팜,226.0
1553,캔버스엔,225.0
1554,핌스,225.0
1555,애드포러스,225.0
1556,바이오포트,225.0
1557,씨엔알리서치,225.0
1558,웰크론한텍,225.0
1559,티피씨글로벌,224.0
1560,우리이앤엘하루틴,223.0
1561,소프트캠프,222.0
1562,메디앙스,222.0
1563,하이퍼코퍼레이션,221.0
1564,위세아이텍,221.0
1565,시지트로닉스,220.0
1566,사토시홀딩스,220.0
1567,벨로크,218.0
1568,인바이오,217.0
1569,밸로프,217.0
1570,키네마스터,216.0
1571,토박스코리아,216.0
1572,에이스토리,216.0
1573,한국유니온제약,216.0
1574,씨유메디칼,216.0
1575,딜리,215.0
1576,한주에이알티,215.0
1577,삼일,213.0
1578,스튜디오삼익,212.0
1579,케이피티유,212.0
1580,비트맥스,212.0
1581,인터엠,212.0
1582,인산가,211.0
1583,로지시스,211.0
1584,아이윈,209.0
1585,성창오토텍,209.0
1586,플레이위드,208.0
1587,더코디,207.0
1588,PN풍년,207.0
1589,드림인사이트,207.0
1590,소프트센,206.0
1591,이지트로닉스,206.0
1592,조아제약,206.0
1593,루트K,205.0
1594,에이루트,205.0
1595,아이씨에이치,205.0
1596,엑셀세라퓨틱스,205.0
1597,파인디앤씨,205.0
1598,세중,205.0
1599,바이브컴퍼니,204.0
1600,아이티아이즈,203.0
1601,아이비젼웍스,204.0
1602,파인텍,203.0
1603,대호특수강,203.0
1604,비피도,202.0
1605,엘디티,201.0
1606,플라즈맵,201.0
1607,스타플렉스,200.0
1608,세화피앤씨,200.0
1609,에스에스알,200.0
1610,파커스,199.0
1611,윈하이텍,199.0
1612,오픈놀,198.0
1613,유비온,198.0
1614,한국정밀기계,197.0
1615,리더스코스메틱,197.0
1616,미디어젠,197.0
1617,라닉스,196.0
1618,차이커뮤니케이션,196.0
1619,브이씨,196.0
1620,카티스,195.0
1621,리튬포어스,195.0
1622,솔트웨어,194.0
1623,이미지스,193.0
1624,삼영에스앤씨,193.0
1625,이노시뮬레이션,193.0
1626,버넥트,193.0
1627,제이케이시냅스,192.0
1628,롤링스톤,192.0
1629,유아이디,191.0
1630,웹스,190.0
1631,코퍼스코리아,190.0
1632,디지아이,190.0
1633,엔피케이,190.0
1634,아시아종묘,189.0
1635,오토앤,189.0
1636,엔시트론,188.0
1637,비츠로시스,187.0
1638,디에이치엑스컴퍼니,187.0
1639,우리엔터프라이즈,187.0
1640,국영지앤엠,187.0
1641,판타지오,186.0
1642,신라섬유,185.0
1643,지엔코,185.0
1644,피플바이오,182.0
1645,이노뎁,182.0
1646,케이바이오랩스,182.0
1647,전진바이오팜,182.0
1648,에스앤더블류,181.0
1649,아티스트스튜디오,181.0
1650,대동금속,180.0
1651,이스트에이드,179.0
1652,에스폴리텍,178.0
1653,에스티오,177.0
1654,진영,177.0
1655,아이오케이이엔엠,176.0
1656,엔비티,176.0
1657,뉴보텍,176.0
1658,유진테크놀로지,175.0
1659,케이쓰리아이,174.0
1660,에이전트AI,173.0
1661,큐로홀딩스,172.0
1662,우진비앤지,172.0
1663,상보,172.0
1664,다산솔루에타,171.0
1665,크린앤사이언스,171.0
1666,인베니아,169.0
1667,미래에셋비전스팩7호,169.0
1668,넥스트아이,168.0
1669,피씨엘,168.0
1670,모아라이프플러스,168.0
1671,지니틱스,168.0
1672,미래에셋비전스팩4호,167.0
1673,세진티에스,167.0
1674,윙스풋,166.0
1675,이원컴포텍,166.0
1676,웰킵스하이텍,165.0
1677,비스토스,162.0
1678,패션플랫폼,162.0
1679,에스제이그룹,160.0
1680,이노진,159.0
1681,KB제33호스팩,156.0
1682,하나30호스팩,154.0
1683,엔에이치스팩33호,154.0
1684,하나36호스팩,154.0
1685,에이치엠씨제7호스팩,153.0
1686,조이웍스앤코,153.0
1687,디젠스,152.0
1688,드래곤플라이,152.0
1689,CS,151.0
1690,졸스,150.0
1691,윙입푸드,150.0
1692,뉴인텍,149.0
1693,삼성스팩10호,149.0
1694,텔콘RF제약,148.0
1695,삼성스팩13호,146.0
1696,유안타제15호스팩,146.0
1697,프롬바이오,145.0
1698,부스타,145.0
1699,비큐AI,144.0
1700,휴맥스홀딩스,142.0
1701,미래에셋비전스팩6호,141.0
1702,국일신동,141.0
1703,오가닉티코스메틱,141.0
1704,메리츠제2호스팩,141.0
1705,한국제15호스팩,140.0
1706,씨엔플러스,140.0
1707,미래에셋비전스팩11호,140.0
1708,바른손이앤에이,139.0
1709,핑거스토리,138.0
1710,베셀,138.0
1711,이엠앤아이,137.0
1712,한탑,137.0
1713,셀레스트라,136.0
1714,E8,136.0
1715,딥커머스,135.0
1716,올리패스,134.0
1717,삼보산업,134.0
1718,키움제11호스팩,134.0
1719,대신밸런스제20호스팩,133.0
1720,육일씨엔에쓰,133.0
1721,엔에이치스팩31호,132.0
1722,한국제16호스팩,131.0
1723,유디엠텍,131.0
1724,IBKS제25호스팩,130.0
1725,삼성스팩12호,130.0
1726,미래에셋비전스팩10호,129.0
1727,뉴온,129.0
1728,디비금융제13호스팩,128.0
1729,나노씨엠에스,128.0
1730,대신밸런스제17호스팩,127.0
1731,미래에셋비전스팩8호,127.0
1732,KB제29호스팩,127.0
1733,메디콕스,127.0
1734,KB제32호스팩,126.0
1735,씨엑스아이,126.0
1736,엔에이치스팩32호,125.0
1737,본느,125.0
1738,KB제31호스팩,125.0
1739,키움히어로제2호스팩,124.0
1740,교보16호스팩,124.0
1741,썸에이지,124.0
1742,KS인더스트리,123.0
1743,삼영이엔씨,123.0
1744,메리츠제1호스팩,122.0
1745,아이스크림에듀,122.0
1746,신영스팩11호,121.0
1747,하나35호스팩,121.0
1748,DB금융스팩12호,120.0
1749,예선테크,120.0
1750,교보20호스팩,119.0
1751,이렘,119.0
1752,대신밸런스제19호스팩,117.0
1753,하나31호스팩,117.0
1754,삼성스팩11호,115.0
1755,미래에셋비전스팩5호,114.0
1756,신한제12호스팩,114.0
1757,신한제14호스팩,113.0
1758,유안타제16호스팩,113.0
1759,유진스팩12호,113.0
1760,신한제16호스팩,112.0
1761,엑시온그룹,112.0
1762,앤씨앤,112.0
1763,신한제18호스팩,111.0
1764,파이온엑스,111.0
1765,미래에셋비전스팩9호,109.0
1766,교보19호스팩,108.0
1767,형지글로벌,108.0
1768,에스아이리소스,107.0
1769,헝셩그룹,107.0
1770,KB제30호스팩,107.0
1771,유안타제17호스팩,107.0
1772,디비금융제14호스팩,106.0
1773,신한제17호스팩,106.0
1774,교보17호스팩,105.0
1775,알파AI,105.0
1776,케스피온,105.0
1777,케이피엠테크,104.0
1778,키움히어로제1호스팩,102.0
1779,이베스트스팩6호,102.0
1780,교보18호스팩,102.0
1781,한화플러스제5호스팩,101.0
1782,듀오백,100.0
1783,신영스팩10호,98.0
1784,수성웹툰,96.0
1785,유진스팩11호,96.0
1786,케이이엠텍,95.0
1787,비케이홀딩스,94.0
1788,하나34호스팩,92.0
1789,IBKS제24호스팩,90.0
1790,에스케이증권제13호스팩,90.0
1791,IBKS제23호스팩,89.0
1792,교보15호스팩,89.0
1793,유진스팩10호,88.0
1794,신한제15호스팩,88.0
1795,형지I&C,87.0
1796,핀텔,87.0
1797,원풍물산,87.0
1798,에스케이증권제11호스팩,86.0
1799,신라에스지,86.0
1800,비엔케이제3호스팩,86.0
1801,키움제10호스팩,85.0
1802,에이에프더블류,82.0
1803,케이엠제약,82.0
1804,엘에스스팩1호,82.0
1805,모바일어플라이언스,80.0
1806,해성산업1우,80.0
1807,골드앤에스,79.0
1808,바이오인프라,78.0
1809,투비소프트,76.0
1810,하나33호스팩,76.0
1811,신한제13호스팩,76.0
1812,코이즈,72.0
1813,스코넥,71.0
1814,에스케이증권제12호스팩,68.0
1815,하나32호스팩,67.0
1816,KD,55.0
1817,캐리,52.0
1818,더테크놀로지,47.0
1819,아이톡시,45.0
1820,대호특수강우,19.0
1821,소프트센우,6.0
